deposit_avg,monthly_avg,safe_score,cvt_score
4412,60,7,7
2583,69,2,3
4430,49,9,6
2798,67,3,7
2831,65,1,9
3900,60,2,1
4394,51,5,4
2454,41,4,7
2347,63,5,1
2762,57,8,2
3023,58,8,7
3858,44,4,8
3136,44,9,7
4078,43,7,8
4491,40,8,8
4236,60,1,7
3981,62,5,3
4345,69,6,1
4303,41,6,1
4251,52,6,7
2410,56,6,8
2977,59,5,4
3403,52,2,8
2835,68,9,7
3953,68,2,3
3082,41,2,3
3122,55,4,6
2506,67,3,9
4066,66,4,3
2566,61,3,2
4135,66,2,4
4279,65,8,1
4101,55,8,4
2209,53,5,3
2342,48,5,5
2231,67,7,3
2350,42,3,2
3063,70,1,1
3752,48,6,5
3215,53,5,3
2330,61,2,5
2914,40,4,9
4305,60,6,8
2298,63,3,3
4470,69,6,3
3370,45,8,8
4193,48,5,6
3092,64,6,2
4272,64,4,7
4327,40,4,5
3859,57,5,2
3534,68,3,6
2877,59,7,2
2485,62,2,4
4340,57,4,3
3257,61,8,8
3392,41,8,1
2419,41,6,5
2681,63,8,1
4370,44,6,7
2621,58,4,7
3956,53,5,1
3994,67,5,1
4168,51,9,7
3737,68,5,6
4382,65,2,2
2435,42,6,9
2399,60,7,3
4122,40,5,3
3806,45,5,5
2308,46,6,9
3715,40,8,3
2856,65,1,8
2383,48,1,3
2925,44,9,4
2433,66,9,2
3320,67,4,8
2414,64,2,2
3785,67,8,7
2381,62,6,4
3929,44,4,4
4369,61,3,3
3909,47,8,4
4364,45,2,8
3530,65,7,7
2562,62,3,2
3435,67,5,2
3418,56,6,1
2315,52,1,5
3562,60,8,4
2746,70,7,8
2809,67,7,3
3010,40,2,2
4389,61,8,6
2691,62,9,2
2861,70,2,6
4218,53,4,4
4128,42,5,7
2254,47,4,2
4373,69,3,8
2221,65,4,3
4203,56,8,9
3198,51,5,9
4215,45,5,8
3222,64,5,6
2870,50,8,1
4478,40,2,3
3953,62,3,2
3595,63,4,9
3457,59,7,3
2542,45,8,6
3466,50,7,5
3891,62,9,1
3435,59,3,2
4279,70,2,3
4168,43,4,5
4339,58,5,6
3302,64,9,2
3983,56,5,3
2164,61,2,9
3072,48,4,7
3127,40,6,7
3336,42,1,4
2287,64,9,4
3672,54,7,5
3375,66,2,3
3025,44,9,7
3232,40,6,5
4047,56,9,8
4383,68,3,3
4151,54,6,3
2151,48,8,3
2781,50,9,8
3417,53,5,2
2492,69,2,3
3684,60,8,9
4445,53,4,4
4037,53,8,4
2240,54,5,7
4055,48,8,4
4473,64,3,7
3971,52,9,9
4304,58,5,2
4454,60,1,8
3212,68,5,8
2483,67,6,8
3124,61,9,8
2455,57,4,2
2541,45,6,1
2586,58,4,7
3900,53,7,5
4260,41,4,1
3136,45,6,9
3830,53,6,1
2293,63,7,3
4273,67,8,3
2793,53,2,4
2218,45,7,6
4298,63,9,7
3805,48,8,8
3132,58,2,4
2100,63,6,5
2232,44,5,1
2575,68,8,4
3688,50,1,2
3474,52,7,2
3633,49,2,5
2142,61,1,5
3569,68,2,3
4401,59,3,8
3883,57,9,4
3702,56,5,5
3276,51,9,2
4344,64,4,2
4186,50,3,5
2176,43,3,6
2266,63,2,3
2614,50,2,3
3722,44,8,7
4442,53,2,7
2691,68,5,3
2261,61,4,9
3903,52,4,6
4404,43,7,6
3952,45,5,4
3778,70,4,6
4009,53,1,3
3394,50,5,5
3850,62,1,8
3218,69,7,4
2759,45,4,3
3490,60,2,2
4146,42,9,9
2560,56,7,2
3943,66,2,7
2305,51,9,2
3675,50,2,5
2463,57,9,7
4463,63,3,1
3863,57,5,6
3315,43,4,7
3687,43,7,1
2830,47,1,8
4154,51,4,1
2834,58,4,7
2607,60,4,4
4457,60,1,9
3829,42,5,3
4434,60,8,3
2630,51,4,5
3038,56,8,6
3471,67,9,9
3081,56,2,9
3952,50,2,7
3724,66,2,7
3703,62,8,6
2200,68,5,9
3886,49,4,6
3279,66,1,3
2408,48,9,8
2766,47,5,7
2628,62,8,2
2986,70,6,5
3082,68,2,4
3314,61,7,8
3281,69,4,2
2325,68,5,2
2255,46,8,5
3300,53,2,9
2344,65,1,5
3486,70,2,4
4115,50,1,8
3210,49,7,7
2321,59,5,6
2433,62,3,2
3151,50,6,9
2430,60,9,7
3470,50,3,8
2272,67,8,6
2247,45,7,1
3294,48,4,2
4308,43,1,2
3003,56,3,8
2540,64,9,5
3501,49,1,7
4324,55,8,9
4016,51,8,6
2630,63,5,5
2900,51,6,3
3881,60,7,2
2599,50,2,3
3290,61,9,8
4428,63,3,2
3532,49,8,2
2685,40,7,2
4207,48,1,4
2604,69,6,2
3044,57,8,6
3362,47,5,7
3887,44,2,2
3606,68,3,5
3170,60,4,2
3959,40,8,9
3115,57,1,9
3370,62,1,3
2575,68,7,1
3588,70,7,4
2883,55,5,1
2869,49,9,9
2275,55,3,4
2920,54,5,2
4263,44,2,1
2176,46,5,9
4323,53,3,8
2874,68,3,1
3149,61,1,6
3403,49,5,3
3653,40,1,1
2646,47,7,3
2741,47,8,9
3635,63,3,7
3566,58,5,1
2137,61,1,3
3908,67,1,8
4041,62,7,5
2160,52,7,1
2952,64,3,5
2614,57,3,8
2233,45,5,1
2837,45,9,8
2700,54,5,1
2912,61,9,2
2596,40,4,8
3876,44,2,1
2355,70,5,9
3633,56,1,2
4327,49,7,3
2365,53,2,3
3763,48,4,8
3087,59,2,1
2298,43,2,1
4104,60,1,2
2167,69,7,1
2218,65,4,7
2696,41,9,7
3698,42,1,6
4429,48,3,1
2867,56,6,3
2372,64,6,8
2730,57,9,5
3379,67,7,5
3641,67,2,8
2601,47,6,6
3327,53,8,3
2854,42,8,8
3041,65,4,2
4036,57,3,1
3496,70,2,9
3920,41,6,4
3169,58,6,9
2264,59,7,5
4312,57,7,4
3203,46,9,8
3259,60,5,2
3962,62,9,2
3237,56,5,9
2302,41,8,5
2637,63,3,3
4271,41,7,1
4077,47,9,6
3078,68,2,2
2704,43,1,9
3881,66,6,6
2712,62,6,1
3537,60,5,9
3452,43,7,9
2925,41,8,6
2615,69,7,1
2894,49,8,4
3083,70,9,5
2590,55,9,2
2161,49,5,6
3465,67,9,5
4495,43,1,1
3191,44,5,3
2800,70,2,5
3909,56,3,1
3325,49,4,2
3875,62,4,2
2554,63,4,2
3673,59,9,9
3909,69,2,7
4409,57,9,1
3024,63,1,9
4065,59,5,6
2270,64,1,3
3605,57,5,8
3136,43,3,1
3292,56,3,5
2586,69,5,9
3721,63,2,8
4449,63,3,9
3933,62,8,4
3828,57,9,7
2594,53,2,8
2513,70,7,5
4292,64,8,7
4483,43,6,2
4089,66,3,4
4182,65,6,1
2715,52,6,3
3579,60,7,9
4225,69,5,5
2909,60,6,3
3858,52,5,8
4410,49,6,8
2450,60,2,2
4194,48,3,2
3316,52,4,2
2733,61,3,8
3810,60,4,2
3951,66,8,9
3405,67,4,4
2246,50,1,9
3454,48,9,6
2961,66,6,9
3891,69,7,8
4428,46,1,3
4374,54,8,3
3213,68,7,3
2754,43,6,2
3472,66,7,3
2331,50,6,6
2203,59,9,1
2553,48,8,4
3464,65,8,8
2580,67,2,9
3219,42,3,5
3447,53,7,9
3987,53,3,8
3944,49,5,5
3919,42,4,5
3037,69,9,4
2229,60,2,3
3830,42,6,8
3901,54,9,7
3663,51,3,2
3176,50,9,4
3081,64,1,1
2672,66,9,4
2589,47,2,1
4149,44,7,8
2124,46,1,7
2163,61,5,8
2666,69,5,1
2666,66,3,1
4498,57,3,8
2348,46,6,6
2570,56,4,2
3051,49,6,9
2930,60,1,8
2529,42,6,1
2210,63,5,9
2889,61,6,8
4466,69,9,6
3604,47,9,1
2878,62,3,8
2835,66,4,2
3354,53,8,2
4055,63,5,9
4089,67,6,2
3896,57,7,8
2675,45,7,8
2723,49,1,7
2200,47,8,9
2902,62,3,4
2531,67,1,2
3901,66,2,1
2760,48,4,1
3078,57,1,1
2740,44,7,9
2539,50,5,9
2330,46,6,7
2898,50,6,7
4310,49,5,3
3280,43,8,8
3750,64,8,7
2311,47,8,7
2717,47,4,3
2264,53,5,7
2176,54,8,3
4250,64,1,5
4141,68,6,6
3361,48,4,5
4388,58,5,3
3201,62,6,6
3403,52,4,9
2407,50,7,6
3168,70,7,5
2425,46,1,3
3951,47,1,9
3120,68,4,5
2657,48,1,8
3200,46,3,5
3186,43,4,9
3654,57,3,2
2604,68,4,1
3552,48,6,6
2292,56,8,5
4117,54,6,8
3968,63,6,6
3623,65,6,8
3306,53,7,1
3690,41,3,6
3654,49,3,5
3950,65,2,8
3709,60,6,3
2376,51,6,8
3129,66,5,5
3870,63,2,5
3445,45,3,5
2265,67,8,7
2333,57,9,5
3656,55,5,3
2852,65,6,6
2290,51,6,5
2484,49,9,2
4114,65,4,3
4215,53,7,3
3157,44,7,1
4365,44,2,3
4367,46,3,7
3676,58,2,8
2367,61,7,6
2252,61,1,4
2279,58,6,8
3652,51,8,3
4373,58,2,3
2839,60,3,5
4115,40,5,4
2303,58,1,8
3013,43,2,5
2113,41,9,4
3413,56,1,4
3772,61,4,9
2262,48,7,3
2781,67,9,5
4416,56,1,6
4002,53,9,1
3749,64,2,8
3554,67,4,5
3979,49,2,2
4333,54,1,2
2461,66,8,1
2943,59,6,4
2723,59,4,9
3636,58,9,2
2673,70,8,9
3448,60,4,5
3614,68,8,4
3415,46,2,9
3038,47,2,8
3028,68,2,7
2330,59,6,8
3822,41,3,4
4118,44,3,6
3929,50,6,5
3127,69,4,6
2284,52,2,3
3922,59,1,6
2115,53,4,8
3763,57,2,5
3474,62,6,2
2977,43,5,6
3625,43,1,3
4479,47,9,1
3565,70,9,5
4025,53,1,6
2468,40,2,9
3769,67,7,3
2628,62,8,3
3441,63,8,7
2671,57,7,1
2542,41,8,3
3934,64,6,3
3972,42,2,8
2881,41,8,6
3470,48,8,4
3718,42,3,6
3516,62,6,3
4435,43,9,8
2932,58,7,8
3871,44,7,6
3561,42,5,1
4391,43,5,3
3596,58,1,2
2602,48,3,8
4358,64,9,4
2460,67,8,9
3896,48,2,4
2136,46,8,4
2701,58,1,5
2943,49,8,6
4252,47,2,5
2288,59,5,3
2963,42,6,6
3595,54,9,4
2491,40,3,8
3763,51,1,8
2102,49,8,1
2137,55,8,8
2670,60,9,5
3038,41,5,1
4429,66,7,5
3929,49,6,3
3946,51,7,2
3184,64,3,8
3092,63,3,6
3155,58,1,5
3141,55,4,1
4236,63,8,6
2206,45,5,6
2703,69,8,5
2801,68,6,9
4260,60,9,9
4272,54,5,4
3546,58,2,2
4490,58,2,8
3788,63,7,7
3452,48,6,8
4256,45,2,8
3890,61,7,7
4118,50,5,6
2543,52,2,1
3337,47,9,4
3771,46,7,8
2696,47,8,6
3119,66,3,1
3477,69,5,7
2247,67,4,7
2701,40,4,5
2335,41,8,8
3395,60,8,4
3766,42,8,4
2106,41,5,4
3082,68,2,8
4325,46,2,9
2849,50,8,6
4037,48,3,9
2485,55,4,1
3286,55,2,5
2598,62,9,1
3069,45,4,6
2866,40,8,2
2271,68,5,5
2670,58,4,6
2657,45,8,6
3238,46,3,4
3401,50,1,9
4327,45,9,2
2272,46,2,4
3143,61,9,1
2667,60,6,4
3224,61,1,7
2654,45,5,1
2231,45,8,5
2840,63,7,2
3314,52,7,9
3811,48,8,1
3059,45,8,7
2304,57,5,1
3989,61,4,4
2624,47,9,4
2175,67,4,9
3106,51,7,3
2644,59,3,1
3011,69,3,6
4055,42,6,4
4360,65,1,2
3049,66,1,2
3730,41,4,9
3574,64,1,8
3162,44,1,1
3975,60,4,6
3296,66,6,6
4196,63,8,9
2693,53,2,2
2372,68,8,8
4037,58,9,8
2278,46,7,6
4403,60,3,2
4229,63,5,9
2268,65,2,8
2892,61,8,7
2847,43,4,9
2215,64,4,5
2449,50,1,8
3298,60,9,3
2118,44,2,6
2895,52,3,7
4432,49,5,1
2840,53,6,2
2954,40,4,6
3955,49,7,4
4309,45,7,9
2884,47,9,2
2696,42,6,9
2270,43,8,9
3914,68,5,4
3576,66,7,6
3886,43,8,2
3898,62,9,3
4388,60,3,8
2620,69,9,6
2300,50,6,1
2285,41,2,9
4337,67,9,6
3213,63,8,3
3699,65,7,1
3689,61,5,7
2260,65,4,9
3498,42,9,4
3836,45,1,6
2384,55,1,3
2603,52,2,1
3296,46,6,1
3022,67,7,8
3363,66,3,1
4327,55,9,4
4352,49,5,9
2470,48,5,8
3808,60,9,4
3278,41,2,7
2709,45,4,6
4313,59,1,2
4266,57,7,4
3691,43,3,3
2957,63,8,9
2675,62,6,4
3754,65,7,3
2569,50,4,9
4455,44,2,8
2417,51,2,8
3317,54,1,1
2577,65,2,4
3990,63,8,8
4219,43,4,3
3349,50,6,9
2871,62,2,4
2795,58,7,2
2629,69,9,4
2840,57,4,1
3780,68,2,2
3930,51,1,4
3123,49,9,1
3922,61,3,4
3608,41,4,2
3302,50,4,7
2330,50,5,2
3926,60,7,1
3454,67,5,8
3542,66,3,3
4269,42,9,5
3640,60,7,5
4072,61,9,1
3630,63,7,9
4078,44,3,4
3253,47,1,9
3594,56,9,4
2301,50,8,1
4481,65,9,4
2973,56,1,8
2590,58,3,1
2322,61,8,4
2685,61,4,4
2255,61,3,9
3863,40,9,3
2228,58,6,8
3557,56,8,1
4023,60,4,3
3180,53,3,2
3996,41,2,9
3542,50,4,6
2732,47,1,8
2258,47,8,5
2739,70,2,6
3945,67,8,9
3095,51,1,5
3527,57,8,9
4313,69,2,5
2135,54,8,8
3836,58,4,6
3456,58,4,1
3770,51,3,9
2782,58,3,1
4249,67,7,6
4251,64,9,5
2513,64,7,6
2823,59,7,2
3666,69,1,1
2768,59,3,6
2400,66,2,2
3074,57,2,1
4049,51,6,4
3229,43,8,3
2547,58,9,7
3211,41,3,8
2583,42,8,6
2630,66,2,5
2278,68,7,8
4163,62,4,3
4236,43,7,7
2750,55,4,9
4100,68,6,3
3020,40,1,4
4166,52,5,1
2380,57,6,6
3882,44,3,6
3640,44,9,4
2574,62,1,3
2588,66,7,9
2614,51,2,5
3980,47,3,7
3937,61,8,8
4175,51,4,9
2189,40,7,4
3131,59,9,6
2599,65,2,3
3070,55,3,6
3893,42,6,3
3317,67,5,8
3358,67,2,4
2417,42,3,7
2959,53,4,5
3081,55,3,6
2250,59,1,7
3821,70,2,8
2307,50,4,1
4162,57,1,6
4132,69,7,6
3666,42,8,6
2680,58,8,5
3453,44,7,9
2312,61,5,4
2305,63,5,2
2200,52,5,4
3895,67,7,6
4279,51,2,7
3380,61,3,8
3190,62,5,9
3669,52,2,8
3657,42,4,8
3021,69,2,5
3417,55,7,2
2689,69,6,3
3887,52,2,8
4440,50,2,3
3096,69,3,7
2401,56,1,6
3355,41,2,4
4008,49,1,7
4356,47,6,8
2490,63,3,9
2746,58,7,3
3792,47,4,7
2145,55,8,9
3421,68,2,8
4361,68,3,4
2479,64,7,8
4064,45,7,7
4075,52,2,3
3734,47,5,8
3487,51,6,6
2922,67,7,8
3962,45,8,7
2486,40,9,3
2485,59,7,6
3601,62,3,2
2578,59,2,6
2486,70,9,5
2912,40,7,9
3297,68,4,5
3769,40,2,3
4115,49,1,9
3896,66,4,5
4121,60,4,9
4413,53,1,3
3459,46,5,5
3928,48,4,5
2889,48,9,9
4497,61,3,3
3481,65,9,9
3171,70,3,7
2438,55,6,3
2883,57,6,2
2382,51,3,3
2611,42,4,7
2443,65,3,4
2729,68,1,2
3907,46,9,2
2511,55,6,1
2894,61,3,4
2146,50,9,9
2280,52,6,5
4342,54,7,1
3688,63,7,2
2590,56,6,4
2945,41,2,7
2746,58,7,5
3803,59,4,9
4148,49,8,7
2386,66,7,4
4193,57,5,9
2141,69,3,8
4042,64,2,5
4383,57,5,4
2663,55,3,1
2601,40,4,5
4291,48,9,6
2101,46,4,5
2477,46,1,1
3316,49,9,4
2670,44,4,9
3674,51,7,9
2299,55,3,2
2353,67,3,5
2304,67,8,7
3514,57,9,7
2792,54,7,5
3291,41,6,2
4153,52,3,2
3571,59,4,4
4228,57,4,3
2334,42,7,8
2623,48,6,1
2456,58,1,6
2415,44,8,5
3313,43,3,3
2638,68,1,8
3478,51,1,7
4007,48,4,4
4011,48,7,6
2512,55,9,6
4376,43,2,4
2701,61,1,6
2805,67,9,4
4000,48,9,7
2817,60,3,2
4168,60,3,5
2931,48,4,4
3008,62,8,1
2748,63,5,5
3224,62,8,8
2420,47,1,4
3880,50,1,1
3963,57,5,5
3155,59,3,5
3227,47,9,4
2618,46,5,3
2966,67,3,3
2397,58,1,6
2384,58,1,6
2635,42,2,7
4358,46,7,6
4215,43,6,9
3021,60,7,1
4199,56,5,1
2451,52,3,3
3856,46,9,3
3854,69,5,9
4372,56,3,3
3849,53,9,3
4345,65,7,9
4377,69,8,5
3870,67,9,6
3758,66,4,4
3642,41,9,9
2308,53,3,1
4206,61,8,8
3656,53,7,2
3922,66,3,1
3821,53,6,7
3185,43,4,6
2200,57,6,4
3752,51,1,2
3648,54,3,6
2493,41,8,8
3550,42,9,5
3354,43,7,7
2102,43,4,6
2226,49,7,2
2508,55,2,6
4053,54,2,1
3391,58,7,9
2760,51,3,6
2720,56,6,2
4297,54,1,1
2292,54,7,9
2937,61,8,1
3727,49,9,6
3037,44,7,4
2507,56,9,1
2294,54,8,5
2605,59,7,8
2628,51,6,6
3673,57,9,1
2134,46,1,1
2367,46,1,7
3156,66,4,1
4050,45,7,2
2884,55,1,1
4237,61,9,1
3288,61,7,2
3899,47,1,4
3730,66,4,6
3656,46,3,1
2585,65,2,8
3020,64,3,2
4296,44,6,1
4365,60,6,5
2365,55,8,3
3220,41,6,8
2580,44,1,3
2793,51,2,7
2343,64,9,8
2387,47,3,9
3259,47,3,4
3255,40,4,7
2440,54,5,7
4409,44,1,3
3948,43,4,1
4423,68,7,2
2420,66,5,7
4210,50,6,1
3630,67,9,6
2461,49,5,7
3769,67,2,3
3012,54,4,3
4473,62,3,3
3354,41,5,1
3872,66,7,3
4111,69,6,5
3660,66,6,1
3561,44,9,4
3710,42,4,9
3077,47,2,2
3364,51,1,3
4399,42,5,9
3510,55,3,6
2643,63,9,3
2765,56,6,9
3665,42,8,6
3711,60,6,6
3278,43,8,2
3562,64,8,9
2991,66,6,8
4066,44,2,6
4280,42,8,2
4173,60,2,3
3850,51,2,4
3825,64,5,1
2760,41,7,8
2440,63,6,1
3608,41,5,8
3900,50,5,3
2305,46,6,5
3980,69,5,3
2210,51,1,4
3798,58,6,5
2180,61,6,5
4349,46,9,6
3644,63,6,1
2718,51,5,1
2685,47,4,8
3626,46,8,8
2576,62,1,3
2377,43,8,3
4127,68,7,6
3667,67,4,5
4290,53,8,6
2928,48,1,3
4491,70,2,6
4066,59,6,9
2674,42,4,7
2328,53,7,9
3208,58,8,7
2495,68,1,7
3925,63,7,2
3236,53,1,3
2583,56,8,2
4098,44,9,4
3123,59,8,7
3194,42,6,5
3717,63,2,7
2979,42,7,2
3574,63,5,6
3990,45,3,1
2982,70,1,8
3594,43,5,3
4269,45,6,3
4342,46,1,9
3652,59,4,7
3337,68,6,1
3194,53,9,4
2638,63,5,8
3514,41,5,1
2611,54,4,7
3223,56,6,4
4098,41,4,9
4393,56,5,9
2114,44,1,6
2711,70,1,1
3216,50,6,4
3124,45,1,9
4319,41,8,2
2355,51,7,5
4129,69,9,8
2679,41,7,1
4131,63,2,8
3257,54,6,9
4076,54,9,5
3100,52,8,7
4032,47,8,9
4164,65,7,2
2151,70,2,3
3461,55,7,9
4218,68,1,4
4340,51,6,3
3112,42,2,2
2788,46,1,2
3335,69,9,2
2250,69,5,9
2629,67,8,3
2529,67,4,9
3794,65,1,1
2809,44,4,7
3895,64,6,5
2917,50,5,1
3771,68,4,3
3864,59,6,3
2174,67,1,7
2978,44,2,2
4394,61,6,7
4492,67,4,1
3178,51,3,1
3697,67,2,1
2235,59,6,8
4006,53,8,6
2973,62,6,8
3101,59,9,7
3135,60,6,5
2552,57,3,6
2247,62,8,8
2777,42,5,4
4487,53,7,4
3978,61,3,9
4074,54,7,8
2530,49,3,6
3177,57,3,4
3221,53,3,2
4466,40,7,4
2506,50,2,7
3445,58,6,2
2787,70,8,3
2873,63,9,4
4084,57,5,9
3845,44,2,2
2233,51,1,3
2354,65,9,6
2937,54,9,7
2469,60,1,6
4235,46,4,1
3376,63,9,5
3981,44,2,5
2776,52,5,7
2103,64,5,8
2328,64,7,8
3157,44,7,4
2640,43,3,8
3751,62,1,6
4322,44,3,6
4483,53,7,3
2525,41,9,4
3305,64,6,4
2660,69,1,9
2507,58,4,2
2434,50,8,8
4353,53,7,6
3918,48,2,1
2603,47,3,6
2365,68,1,3
4497,63,6,8
3467,61,1,7
4475,65,3,4
3962,46,6,2
3128,65,1,7
3025,53,8,2
3911,54,2,8
2586,52,6,7
4405,51,6,3
2197,41,3,5
3776,49,8,6
3296,64,2,1
3066,49,9,6
2316,45,5,3
3414,62,9,2
4070,52,7,9
4380,46,5,4
2559,41,5,6
2141,70,4,6
2823,47,2,5
4254,48,4,2
3033,51,9,7
2497,65,6,1
2132,56,6,3
3990,50,4,8
4369,53,2,1
3982,46,3,6
2876,64,5,4
3078,66,9,2
2958,60,4,1
4199,54,7,6
3915,42,5,8
4110,40,7,3
2736,43,6,4
3901,60,2,2
3453,62,6,5
4180,48,2,4
3368,47,2,2
3395,52,2,6
3956,45,2,8
4058,56,4,1
3756,65,4,4
3050,65,9,2
3947,48,3,9
4484,43,7,8
4375,41,2,1
3433,68,4,5
4127,45,5,7
3125,46,5,5
3247,50,7,4
2262,63,2,8
3352,61,1,5
3552,60,1,5
4392,44,6,3
3196,63,5,8
3006,61,8,1
3671,63,4,6
4272,49,6,7
3228,54,9,5
2573,53,6,4
3821,65,3,3
4139,65,7,6
2711,69,4,2
4450,47,3,2
3430,55,8,4
2518,56,6,9
2683,50,2,2
2166,58,5,2
3017,44,5,8
3695,49,8,5
3105,64,7,8
2997,46,2,6
3494,64,6,4
2926,51,6,8
2767,49,6,3
3253,68,3,2
3477,63,9,3
4384,57,3,4
4256,63,5,8
4090,46,4,4
2540,56,6,4
4217,54,2,9
2990,45,8,1
3628,46,7,4
2564,54,2,5
2477,44,7,8
4145,61,8,5
2194,48,2,6
2214,66,1,4
3292,62,1,9
4413,60,7,3
2339,45,5,6
4168,49,9,5
3316,47,1,6
4493,57,6,3
3068,69,4,9
3239,64,4,8
3251,64,3,7
3465,62,9,9
2908,68,6,3
3020,49,2,3
3650,49,9,5
3721,68,7,6
3539,52,5,6
3846,59,5,7
3581,67,4,1
2555,50,1,4
3341,53,1,3
2765,66,8,9
3465,53,7,7
2492,60,4,4
3314,40,3,3
2521,56,4,6
3783,66,7,2
4443,48,2,1
3124,51,3,6
2941,45,2,2
3082,67,6,8
4325,49,6,7
3959,49,8,2
3494,60,6,8
4282,45,6,4
3742,54,1,7
4199,65,1,2
3407,51,3,9
2485,48,1,6
2657,42,6,6
3374,52,6,5
2703,44,9,6
3462,53,5,2
4268,58,7,5
4371,56,6,4
2457,54,4,3
2393,58,9,3
2150,42,6,5
3609,41,3,9
4379,60,2,9
2816,41,4,4
2148,70,3,1
3494,45,7,4
3432,63,9,5
4246,58,1,6
3686,61,7,1
3455,54,7,4
4182,63,6,9
3272,62,3,8
3658,43,8,5
2198,67,8,4
3032,40,9,5
3035,42,4,7
4325,55,9,3
3702,53,4,8
4406,58,8,5
3461,53,6,7
4272,43,3,7
3752,42,7,2
4137,49,2,4
2256,62,7,1
2154,66,5,5
3960,53,2,5
4330,47,6,2
3758,57,5,5
4460,67,6,4
2697,42,8,2
3339,43,8,1
3403,43,4,3
4489,62,9,1
3509,61,5,3
4054,66,5,2
2575,51,9,8
4145,47,2,2
3124,41,8,8
3909,61,6,7
3954,58,4,1
4387,44,2,9
2219,45,4,1
3406,45,9,4
2724,60,9,2
3628,56,3,8
3751,67,5,8
2223,55,7,2
4414,41,5,2
3309,47,6,2
2145,64,1,8
4193,69,2,3
2488,51,2,3
3750,64,9,5
2374,68,1,5
4186,54,6,7
2986,54,7,6
3686,60,7,8
3694,51,6,2
3894,59,5,2
2495,47,8,3
4426,66,8,1
3210,57,4,2
3788,42,4,9
4083,45,7,8
2600,54,4,6
2522,61,8,7
2830,53,1,5
2497,51,2,5
4197,52,4,4
4004,43,2,5
4225,51,1,1
2467,58,5,3
3992,65,8,9
2317,53,7,1
2724,58,5,1
3710,66,8,2
2534,56,2,3
2683,44,3,4
2813,49,2,4
2804,57,3,1
2238,63,5,5
2508,44,3,8
2113,68,6,7
2375,65,6,4
2712,41,5,6
3999,48,2,6
2145,51,8,1
4445,67,8,9
4070,45,8,5
4404,69,1,4
3806,48,9,9
2546,43,8,1
4247,64,6,4
3617,52,8,8
2751,70,9,4
2384,51,6,9
4165,48,8,4
2642,60,1,3
2962,58,9,9
3778,59,6,8
3777,52,1,4
3930,49,7,1
3680,54,8,1
2281,62,7,8
3671,41,3,3
3058,53,4,8
2765,43,3,2
3796,55,9,6
2357,45,3,4
3498,62,8,5
2303,58,1,2
2948,52,4,3
3927,62,8,5
3016,69,4,7
3517,59,7,4
3425,49,5,5
4296,58,8,9
4024,58,7,2
4015,70,9,2
3553,49,3,4
3811,70,5,4
3577,61,6,3
2273,51,3,4
3071,47,9,8
3439,65,4,7
2869,56,8,8
2780,64,8,9
2453,64,1,9
3352,62,4,9
4154,42,9,8
3019,41,6,3
2165,63,3,3
2661,68,7,7
4475,57,3,6
4031,68,4,8
2639,69,6,9
3197,42,4,6
3117,44,8,4
3171,52,1,3
3664,47,7,6
2240,70,6,1
4342,49,9,2
3331,41,8,9
3470,50,6,2
2408,53,2,5
3125,69,6,7
3654,45,9,3
2699,44,3,9
3836,53,1,4
4035,47,9,4
2490,50,5,9
2279,67,4,9
2932,46,7,9
4422,68,3,4
2745,65,1,7
4025,62,6,8
2260,49,4,9
2723,67,4,2
2465,64,7,9
4242,50,4,2
3052,64,5,9
3407,40,4,5
2918,47,8,5
2749,45,8,2
2351,64,3,3
2901,47,7,2
4286,43,7,7
4039,64,6,7
2893,58,3,1
2843,61,2,8
4335,59,4,6
3017,45,5,1
2138,53,3,2
3745,40,1,9
3417,69,2,8
2201,68,3,6
3348,55,5,9
3530,45,7,4
4055,41,5,4
2377,51,3,5
2416,45,4,5
4145,60,1,1
3772,44,9,3
2941,68,7,1
3734,43,8,1
2911,67,6,8
3686,63,4,6
3076,40,9,6
2443,64,4,1
2600,40,2,5
4498,53,9,2
2141,66,8,6
3713,69,5,5
4403,44,8,3
3468,69,6,5
3465,58,2,1
2474,53,1,7
4255,54,7,9
3720,53,8,6
3195,53,2,4
2435,52,5,9
2825,48,1,8
3780,49,3,7
2124,60,6,2
2573,64,8,8
2279,53,9,5
2600,52,8,1
3763,55,8,9
4024,52,1,3
3859,47,6,6
3264,55,9,8
2872,44,4,2
3626,50,7,5
4026,67,1,6
3258,66,9,6
4040,62,8,3
2509,45,9,1
4293,56,6,3
4239,67,4,2
3126,67,5,3
2418,51,7,6
3223,68,8,6
2262,52,3,6
2415,48,6,7
2500,63,9,5
2576,42,1,6
2816,58,3,7
2637,65,7,7
2401,67,8,1
4011,41,1,5
4455,44,6,7
3081,50,5,4
2459,41,9,1
4113,45,2,1
3810,57,1,8
3311,46,3,4
3376,58,7,3
2321,51,4,6
2302,57,9,7
3578,65,2,8
3954,54,3,1
3820,40,9,1
3960,69,6,8
3130,42,7,9
4442,63,3,7
2943,45,8,6
3763,69,1,5
2572,44,8,2
3932,66,1,2
2894,64,4,4
3390,55,8,1
2782,45,4,4
3757,68,5,7
2713,68,1,5
3124,45,4,7
2863,42,3,5
3898,54,5,6
3987,48,3,5
3971,44,9,7
2677,64,1,2
2240,65,8,9
2763,57,4,2
2909,60,5,8
2302,56,7,7
3162,52,9,6
3080,68,9,5
3111,59,1,5
